Task,Repeat,Method,Metric,RMSE,MAE,AUROC,AUPRC,SourceRun,Fold,Accuracy,BalancedAccuracy,Dataset,Cohort,TaskType,OutcomeDescription
GSE41849_MS,20,SNN-FS,AUROC,,,0.6613333333333333,0.7414550264550264,geo_expansion_50,0.0,0.6472727272727272,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,21,SNN-FS,AUROC,,,0.696,0.7447698412698412,geo_expansion_50,0.0,0.6181818181818182,0.6166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,22,SNN-FS,AUROC,,,0.6853333333333333,0.7360865800865801,geo_expansion_50,0.0,0.6181818181818182,0.6166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,23,SNN-FS,AUROC,,,0.644,0.716038961038961,geo_expansion_50,0.0,0.6563636363636364,0.6599999999999999,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,24,SNN-FS,AUROC,,,0.572,0.6471976911976911,geo_expansion_50,0.0,0.5563636363636364,0.5566666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,25,SNN-FS,AUROC,,,0.7173333333333334,0.8014040404040405,geo_expansion_50,0.0,0.6309090909090909,0.6266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,26,SNN-FS,AUROC,,,0.5413333333333333,0.6590978835978836,geo_expansion_50,0.0,0.5763636363636364,0.5666666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,27,SNN-FS,AUROC,,,0.728,0.7817301587301586,geo_expansion_50,0.0,0.6527272727272727,0.6566666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,28,SNN-FS,AUROC,,,0.7306666666666667,0.801570707070707,geo_expansion_50,0.0,0.6545454545454545,0.6566666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,29,SNN-FS,AUROC,,,0.78,0.7998961038961039,geo_expansion_50,0.0,0.7163636363636364,0.72,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,30,SNN-FS,AUROC,,,0.6920000000000001,0.7598431938431938,geo_expansion_50,0.0,0.6545454545454545,0.6533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,31,SNN-FS,AUROC,,,0.6893333333333334,0.7888874458874457,geo_expansion_50,0.0,0.6563636363636364,0.6533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,32,SNN-FS,AUROC,,,0.6586666666666667,0.7426904761904761,geo_expansion_50,0.0,0.6327272727272727,0.6266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,33,SNN-FS,AUROC,,,0.6399999999999999,0.6956262626262626,geo_expansion_50,0.0,0.6127272727272727,0.6133333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,34,SNN-FS,AUROC,,,0.7386666666666667,0.7843405483405482,geo_expansion_50,0.0,0.6781818181818181,0.6833333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,35,SNN-FS,AUROC,,,0.608,0.6882955747955748,geo_expansion_50,0.0,0.5599999999999999,0.5566666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,36,SNN-FS,AUROC,,,0.6106666666666667,0.7172876382876383,geo_expansion_50,0.0,0.5363636363636364,0.5366666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,37,SNN-FS,AUROC,,,0.7586666666666667,0.7684603174603175,geo_expansion_50,0.0,0.6963636363636363,0.6833333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,38,SNN-FS,AUROC,,,0.5973333333333334,0.681475468975469,geo_expansion_50,0.0,0.4981818181818181,0.5033333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,39,SNN-FS,AUROC,,,0.7053333333333333,0.7829444444444443,geo_expansion_50,0.0,0.5963636363636364,0.6066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,40,SNN-FS,AUROC,,,0.6479999999999999,0.7119444444444445,geo_expansion_50,0.0,0.6345454545454545,0.6266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,41,SNN-FS,AUROC,,,0.572,0.6617294372294372,geo_expansion_50,0.0,0.6309090909090909,0.6266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,42,SNN-FS,AUROC,,,0.6933333333333334,0.7582929292929294,geo_expansion_50,0.0,0.7309090909090908,0.73,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,43,SNN-FS,AUROC,,,0.5866666666666667,0.6626613756613756,geo_expansion_50,0.0,0.6127272727272727,0.61,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,44,SNN-FS,AUROC,,,0.7226666666666667,0.7541130351130351,geo_expansion_50,0.0,0.7327272727272727,0.7333333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,45,SNN-FS,AUROC,,,0.6799999999999999,0.7821334776334776,geo_expansion_50,0.0,0.6145454545454545,0.6133333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,46,SNN-FS,AUROC,,,0.7173333333333334,0.7580634920634919,geo_expansion_50,0.0,0.6527272727272727,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,47,SNN-FS,AUROC,,,0.6173333333333333,0.7067955747955748,geo_expansion_50,0.0,0.5945454545454545,0.6,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,48,SNN-FS,AUROC,,,0.648,0.7100945165945165,geo_expansion_50,0.0,0.5618181818181818,0.5633333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,49,SNN-FS,AUROC,,,0.704,0.770547619047619,geo_expansion_50,0.0,0.6127272727272727,0.6100000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,50,SNN-FS,AUROC,,,0.696,0.8003439153439154,geo_expansion_50,0.0,0.5763636363636364,0.5733333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,1,StabilitySelection,AUROC,,,0.6746666666666666,0.7577724867724868,geo_expansion_50,0.0,0.5781818181818181,0.58,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,2,StabilitySelection,AUROC,,,0.712,0.7732301587301588,geo_expansion_50,0.0,0.5781818181818181,0.5766666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,3,StabilitySelection,AUROC,,,0.6066666666666667,0.6957407407407408,geo_expansion_50,0.0,0.5399999999999999,0.5466666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,4,StabilitySelection,AUROC,,,0.6759999999999999,0.7655264550264549,geo_expansion_50,0.0,0.6399999999999999,0.64,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,5,StabilitySelection,AUROC,,,0.6786666666666668,0.7790177970177969,geo_expansion_50,0.0,0.5963636363636363,0.6,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,6,StabilitySelection,AUROC,,,0.588,0.6901705146705146,geo_expansion_50,0.0,0.5018181818181817,0.5,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,7,StabilitySelection,AUROC,,,0.6599999999999999,0.7610582010582011,geo_expansion_50,0.0,0.6563636363636364,0.6533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,8,StabilitySelection,AUROC,,,0.7066666666666667,0.7662373737373738,geo_expansion_50,0.0,0.6181818181818182,0.6233333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,9,StabilitySelection,AUROC,,,0.7013333333333334,0.7762400192400192,geo_expansion_50,0.0,0.6745454545454546,0.6666666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,10,StabilitySelection,AUROC,,,0.6799999999999999,0.7219754689754689,geo_expansion_50,0.0,0.6727272727272727,0.6733333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,11,StabilitySelection,AUROC,,,0.6266666666666667,0.7195019240019239,geo_expansion_50,0.0,0.6163636363636363,0.6133333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,12,StabilitySelection,AUROC,,,0.688,0.7514701779701779,geo_expansion_50,0.0,0.6181818181818182,0.6166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,13,StabilitySelection,AUROC,,,0.5693333333333334,0.6404304954304955,geo_expansion_50,0.0,0.5945454545454545,0.5900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,14,StabilitySelection,AUROC,,,0.572,0.7059410774410775,geo_expansion_50,0.0,0.5581818181818182,0.5533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,15,StabilitySelection,AUROC,,,0.7106666666666668,0.7452162097162096,geo_expansion_50,0.0,0.6945454545454546,0.6966666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,16,StabilitySelection,AUROC,,,0.6479999999999999,0.7496758056758056,geo_expansion_50,0.0,0.6127272727272727,0.61,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,17,StabilitySelection,AUROC,,,0.78,0.8426818181818181,geo_expansion_50,0.0,0.6945454545454546,0.6933333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,18,StabilitySelection,AUROC,,,0.6293333333333333,0.7099093314093314,geo_expansion_50,0.0,0.5636363636363637,0.5633333333333332,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,19,StabilitySelection,AUROC,,,0.6693333333333333,0.7404074074074074,geo_expansion_50,0.0,0.5963636363636363,0.5900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,20,StabilitySelection,AUROC,,,0.696,0.778888888888889,geo_expansion_50,0.0,0.6145454545454545,0.62,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,21,StabilitySelection,AUROC,,,0.704,0.7654126984126983,geo_expansion_50,0.0,0.5927272727272728,0.5933333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,22,StabilitySelection,AUROC,,,0.6866666666666666,0.7498564213564214,geo_expansion_50,0.0,0.6163636363636363,0.6166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,23,StabilitySelection,AUROC,,,0.6586666666666667,0.7252645502645503,geo_expansion_50,0.0,0.6709090909090909,0.6799999999999999,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,24,StabilitySelection,AUROC,,,0.5413333333333333,0.6247797017797018,geo_expansion_50,0.0,0.5618181818181818,0.5633333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,25,StabilitySelection,AUROC,,,0.6386666666666667,0.7146738816738816,geo_expansion_50,0.0,0.6163636363636363,0.6166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,26,StabilitySelection,AUROC,,,0.6693333333333333,0.7578650793650794,geo_expansion_50,0.0,0.6127272727272727,0.6033333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,27,StabilitySelection,AUROC,,,0.748,0.8296031746031746,geo_expansion_50,0.0,0.6709090909090909,0.6799999999999999,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,28,StabilitySelection,AUROC,,,0.6826666666666668,0.760671236171236,geo_expansion_50,0.0,0.5818181818181818,0.5833333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,29,StabilitySelection,AUROC,,,0.6946666666666668,0.7776296296296296,geo_expansion_50,0.0,0.7309090909090908,0.7333333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,30,StabilitySelection,AUROC,,,0.6586666666666667,0.7564059644059644,geo_expansion_50,0.0,0.6709090909090909,0.6666666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,31,StabilitySelection,AUROC,,,0.6986666666666667,0.7796262626262626,geo_expansion_50,0.0,0.6945454545454546,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,32,StabilitySelection,AUROC,,,0.6733333333333333,0.7051428571428571,geo_expansion_50,0.0,0.6527272727272727,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,33,StabilitySelection,AUROC,,,0.72,0.7799603174603174,geo_expansion_50,0.0,0.6727272727272726,0.6666666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,34,StabilitySelection,AUROC,,,0.8173333333333334,0.8642056277056277,geo_expansion_50,0.0,0.6890909090909091,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,35,StabilitySelection,AUROC,,,0.636,0.6878015873015872,geo_expansion_50,0.0,0.5399999999999999,0.54,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,36,StabilitySelection,AUROC,,,0.64,0.7106897546897547,geo_expansion_50,0.0,0.6709090909090909,0.67,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,37,StabilitySelection,AUROC,,,0.6546666666666667,0.7081289081289082,geo_expansion_50,0.0,0.5781818181818181,0.5766666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,38,StabilitySelection,AUROC,,,0.6266666666666667,0.7152929292929293,geo_expansion_50,0.0,0.5545454545454546,0.55,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,39,StabilitySelection,AUROC,,,0.716,0.7973802308802309,geo_expansion_50,0.0,0.6163636363636364,0.6266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,40,StabilitySelection,AUROC,,,0.7146666666666667,0.8117003367003367,geo_expansion_50,0.0,0.6927272727272727,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,41,StabilitySelection,AUROC,,,0.7306666666666667,0.799602453102453,geo_expansion_50,0.0,0.6527272727272727,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,42,StabilitySelection,AUROC,,,0.6053333333333333,0.670012506012506,geo_expansion_50,0.0,0.5963636363636363,0.5966666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,43,StabilitySelection,AUROC,,,0.6853333333333333,0.7492215007215007,geo_expansion_50,0.0,0.610909090909091,0.6066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,44,StabilitySelection,AUROC,,,0.6826666666666666,0.7602922077922077,geo_expansion_50,0.0,0.6163636363636363,0.62,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,45,StabilitySelection,AUROC,,,0.6786666666666668,0.7750945165945166,geo_expansion_50,0.0,0.5181818181818182,0.5166666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,46,StabilitySelection,AUROC,,,0.692,0.7498888888888888,geo_expansion_50,0.0,0.6527272727272727,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,47,StabilitySelection,AUROC,,,0.5773333333333334,0.6337294372294372,geo_expansion_50,0.0,0.5272727272727272,0.5333333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,48,StabilitySelection,AUROC,,,0.6973333333333332,0.7930177970177971,geo_expansion_50,0.0,0.5818181818181818,0.5866666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,49,StabilitySelection,AUROC,,,0.5973333333333334,0.7046606541606542,geo_expansion_50,0.0,0.5399999999999999,0.54,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,50,StabilitySelection,AUROC,,,0.6439999999999999,0.7470502645502645,geo_expansion_50,0.0,0.5581818181818182,0.5599999999999999,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,1,Stabl-RP,AUROC,,,0.8333333333333334,0.8795555555555554,geo_expansion_50,0.0,0.6872727272727273,0.6866666666666668,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,2,Stabl-RP,AUROC,,,0.8560000000000001,0.901206349206349,geo_expansion_50,0.0,0.7672727272727273,0.7633333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,3,Stabl-RP,AUROC,,,0.7266666666666667,0.8077037037037037,geo_expansion_50,0.0,0.7,0.6933333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,4,Stabl-RP,AUROC,,,0.8333333333333334,0.8847222222222222,geo_expansion_50,0.0,0.7127272727272727,0.7066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,5,Stabl-RP,AUROC,,,0.7466666666666667,0.8196976911976911,geo_expansion_50,0.0,0.6581818181818182,0.6566666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,6,Stabl-RP,AUROC,,,0.7293333333333334,0.8092631072631071,geo_expansion_50,0.0,0.7527272727272727,0.7533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,7,Stabl-RP,AUROC,,,0.748,0.817952380952381,geo_expansion_50,0.0,0.6363636363636364,0.6366666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,8,Stabl-RP,AUROC,,,0.852,0.8721587301587302,geo_expansion_50,0.0,0.7509090909090909,0.7533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,9,Stabl-RP,AUROC,,,0.7653333333333333,0.8155317460317459,geo_expansion_50,0.0,0.7145454545454546,0.71,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,10,Stabl-RP,AUROC,,,0.8253333333333334,0.8774285714285714,geo_expansion_50,0.0,0.7254545454545455,0.7266666666666668,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,11,Stabl-RP,AUROC,,,0.8533333333333333,0.8988095238095237,geo_expansion_50,0.0,0.7490909090909091,0.7466666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,12,Stabl-RP,AUROC,,,0.8106666666666668,0.8296190476190477,geo_expansion_50,0.0,0.7109090909090909,0.71,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,13,Stabl-RP,AUROC,,,0.7826666666666667,0.8261031746031746,geo_expansion_50,0.0,0.7527272727272727,0.7466666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,14,Stabl-RP,AUROC,,,0.7373333333333333,0.8006421356421356,geo_expansion_50,0.0,0.7163636363636364,0.71,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,15,Stabl-RP,AUROC,,,0.7906666666666666,0.8355151515151515,geo_expansion_50,0.0,0.7290909090909091,0.7266666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,16,Stabl-RP,AUROC,,,0.776,0.8280786435786436,geo_expansion_50,0.0,0.6763636363636364,0.6766666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,17,Stabl-RP,AUROC,,,0.8386666666666667,0.8807003367003367,geo_expansion_50,0.0,0.7127272727272727,0.71,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,18,Stabl-RP,AUROC,,,0.7333333333333334,0.8089437229437229,geo_expansion_50,0.0,0.7345454545454546,0.7333333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,19,Stabl-RP,AUROC,,,0.7733333333333333,0.8181738816738816,geo_expansion_50,0.0,0.6909090909090909,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,20,Stabl-RP,AUROC,,,0.7706666666666667,0.7958484848484848,geo_expansion_50,0.0,0.6872727272727273,0.6833333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,21,Stabl-RP,AUROC,,,0.7413333333333334,0.7927849927849928,geo_expansion_50,0.0,0.6909090909090909,0.6933333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,22,Stabl-RP,AUROC,,,0.7573333333333333,0.8322234247234247,geo_expansion_50,0.0,0.6381818181818181,0.6333333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,23,Stabl-RP,AUROC,,,0.728,0.7984761904761906,geo_expansion_50,0.0,0.6690909090909092,0.67,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,24,Stabl-RP,AUROC,,,0.8093333333333333,0.8283650793650793,geo_expansion_50,0.0,0.7309090909090908,0.7366666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,25,Stabl-RP,AUROC,,,0.8786666666666667,0.8983650793650793,geo_expansion_50,0.0,0.7090909090909091,0.7033333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,26,Stabl-RP,AUROC,,,0.776,0.8610238095238095,geo_expansion_50,0.0,0.6727272727272727,0.6599999999999999,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,27,Stabl-RP,AUROC,,,0.7773333333333333,0.8262222222222222,geo_expansion_50,0.0,0.6745454545454546,0.6766666666666666,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,28,Stabl-RP,AUROC,,,0.76,0.8129920634920633,geo_expansion_50,0.0,0.7127272727272727,0.7133333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,29,Stabl-RP,AUROC,,,0.7853333333333333,0.8176031746031747,geo_expansion_50,0.0,0.6927272727272727,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,30,Stabl-RP,AUROC,,,0.8053333333333332,0.8327142857142856,geo_expansion_50,0.0,0.750909090909091,0.7533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,31,Stabl-RP,AUROC,,,0.8133333333333332,0.8763888888888889,geo_expansion_50,0.0,0.7109090909090909,0.7100000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,32,Stabl-RP,AUROC,,,0.7973333333333332,0.8497301587301587,geo_expansion_50,0.0,0.7127272727272727,0.7133333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,33,Stabl-RP,AUROC,,,0.7973333333333332,0.8577777777777778,geo_expansion_50,0.0,0.7090909090909091,0.7066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,34,Stabl-RP,AUROC,,,0.8039999999999999,0.8675952380952381,geo_expansion_50,0.0,0.6872727272727273,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,35,Stabl-RP,AUROC,,,0.8240000000000001,0.8686031746031746,geo_expansion_50,0.0,0.7472727272727273,0.7466666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,36,Stabl-RP,AUROC,,,0.7493333333333333,0.7938412698412698,geo_expansion_50,0.0,0.7290909090909091,0.73,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,37,Stabl-RP,AUROC,,,0.7826666666666667,0.7807777777777778,geo_expansion_50,0.0,0.6509090909090909,0.6433333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,38,Stabl-RP,AUROC,,,0.7346666666666667,0.7893008658008658,geo_expansion_50,0.0,0.7490909090909091,0.7466666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,39,Stabl-RP,AUROC,,,0.7586666666666667,0.8174516594516593,geo_expansion_50,0.0,0.7090909090909091,0.7100000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,40,Stabl-RP,AUROC,,,0.7933333333333333,0.8533518518518518,geo_expansion_50,0.0,0.7545454545454546,0.7533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,41,Stabl-RP,AUROC,,,0.7346666666666667,0.7949444444444442,geo_expansion_50,0.0,0.6527272727272727,0.65,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,42,Stabl-RP,AUROC,,,0.7586666666666667,0.8253088023088022,geo_expansion_50,0.0,0.7090909090909091,0.7133333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,43,Stabl-RP,AUROC,,,0.7493333333333334,0.8101984126984126,geo_expansion_50,0.0,0.7109090909090909,0.7066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,44,Stabl-RP,AUROC,,,0.756,0.7902373737373738,geo_expansion_50,0.0,0.7327272727272727,0.7333333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,45,Stabl-RP,AUROC,,,0.7746666666666667,0.8361414141414141,geo_expansion_50,0.0,0.7272727272727273,0.7266666666666668,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,46,Stabl-RP,AUROC,,,0.784,0.8499357864357864,geo_expansion_50,0.0,0.6927272727272727,0.6900000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,47,Stabl-RP,AUROC,,,0.82,0.8657883597883597,geo_expansion_50,0.0,0.7490909090909091,0.75,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,48,Stabl-RP,AUROC,,,0.8240000000000001,0.8681341991341991,geo_expansion_50,0.0,0.7327272727272727,0.7333333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,49,Stabl-RP,AUROC,,,0.7786666666666667,0.8283492063492062,geo_expansion_50,0.0,0.730909090909091,0.7300000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,50,Stabl-RP,AUROC,,,0.7813333333333333,0.8503643578643578,geo_expansion_50,0.0,0.7145454545454546,0.7133333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,1,mRMR,AUROC,,,0.808,0.8541349206349207,geo_expansion_50,0.0,0.7345454545454546,0.7333333333333334,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,2,mRMR,AUROC,,,0.8,0.8618253968253967,geo_expansion_50,0.0,0.7690909090909092,0.77,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,3,mRMR,AUROC,,,0.6986666666666668,0.7500185185185185,geo_expansion_50,0.0,0.6418181818181818,0.6433333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,4,mRMR,AUROC,,,0.8613333333333333,0.8869761904761905,geo_expansion_50,0.0,0.7127272727272727,0.7066666666666667,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,5,mRMR,AUROC,,,0.7973333333333333,0.8578722943722943,geo_expansion_50,0.0,0.7290909090909091,0.7300000000000001,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
GSE41849_MS,6,mRMR,AUROC,,,0.7533333333333333,0.815204906204906,geo_expansion_50,0.0,0.6545454545454545,0.6533333333333333,GSE41849 MS replication,GSE41849,classification,MS versus healthy control
